601|PBHA'S Alternative Spring Breaks|Alternative Spring Breaks runs public service trips during Spring Break.  We travel to rural and urban areas throughout the eastern United States.  We work closely with community organizations to (1) renovate homes, churches, community centers, and playgrounds; and (2) learn about the social, economic, and political issues affecting the region.  There is time for fun activities like bowling, skating, and visiting national parks.  With a motto of \x{ef}\x{bf}\x{bd}Community service, cultural exchange, and fun,\x{ef}\x{bf}\x{bd} ASB provides a worthwhile experience during Spring Break.  For more information, please contact Eugen Taso (taso@fas), Chimaobi Amutah (amutah@fas),  Shayak Sarkar (sarkar@fas), or Mae Bunagan, bunagan@fas).|4|Undergraduates|asb@pbha.org||PBHA'S Alternative Spring Breaks,Student Organization Center at Hilles (SOCH),Box # ,59 Shepard Street,Cambridge, MA 02138|November
1087|PBHA's Harvard College Alzheimer's Buddies Program|Alzheimer\x{ef}\x{bf}\x{bd}s Buddies is a response to the profound isolation and social disengagement experienced by people in the intermediate-to-late-stages of Alzheimer's disease (AD). It pairs local students with Alzheimer's buddies so that they might form meaningful relationships over the course of a semester or longer.  Our initiative encourages students to take the mindset of a friend rather than of a care provider, to learn about their patients' past and passions, to establish real friendships.  This interaction not only provides patients with a unique outlet, but also provides students with a formative experience and formal training on this devastating disease.|2|Undergraduates|alzheimersbuddies@pbha.org|http://hcs.harvard.edu/hcalzbuddies|PBHA's Harvard College Alzheimer's Buddies Program,Student Organization Center at Hilles (SOCH),Box # 161,59 Shepard Street,Cambridge, MA 02138|March
447|Harvard Anime Society|The Harvard Anime Society is an accessible resource for discussing the Japanese animation medium, as well as aspects of Japanese consumer culture contiguous to it. The organization aims to promote appreciation - even enthusiasm - for the global influence of anime.         While the main activity of the HAS is to show/discuss anime over good snacks, we do actively seek opportunities to serve the Harvard community via lectures, panels, and social events.|1|Undergraduates|anime@hcs.harvard.edu|http://hcs.harvard.edu/~anime|Harvard Anime Society,Student Organization Center at Hilles (SOCH),Box # 22,59 Shepard Street,Cambridge, MA 02138|February
695|Harvard College Anscombe Society|The Harvard College Anscombe Society promotes premarital sexual abstinence as a positive lifestyle alternative for personal, spiritual, and health reasons.  We additionally advocate traditional marriage as a part of our philosophy regarding sexual integrity and ethics.  Our group is non-sectarian and seeks to reach out to the greater campus community.  Through our publicity efforts and campus events, we support and encourage Harvard students to remain strong in or renew their commitment to premarital abstinence and traditional marriage.|2|Undergraduates|trueloverevolution@gmail.com|http://harvardcollegeanscombesociety.wordpress.com/|Harvard College Anscombe Society,Student Organization Center at Hilles (SOCH),Box # 363,59 Shepard Street,Cambridge, MA 02138|April
419|Harvard Anthropology Club|Interested in becoming more involved with the department, having or being a mentor, or attending dinners, workshops and films with fellow concentrators, grad students and professors? Join anthropology club! We are dedicated to facilitating interaction between students and faculty, encouraging the formation of a community of concentrators, and expanding your fun anthropology experiences outside of the classroom!|4|Undergraduates|harvardanthro@gmail.com|https://www.facebook.com/groups/627689820677206/|Harvard Anthropology Club,Student Organization Center at Hilles (SOCH),Box # 37,59 Shepard Street,Cambridge, MA 02138|March
1269|Harvard College Applied Mathematics Society|The Harvard Applied Mathematics Society is an organization of Harvard undergraduate students that promotes research and application of mathematics through education, recognition, and interconnection. It coordinates activities including presentations by notable applied mathematicians, volunteer efforts, information/networking sessions with relevant firms, community-building social events within the Applied Mathematics department, student research presentations, and student research publications. HAMS encourages exploration at the interface of mathematics and a diverse set of fields, bringing together students of all quantitative disciplines and facilitating academic discussion and social connection.|3|Undergraduates|hams-board@googlegroups.com||Harvard College Applied Mathematics Society,Student Organization Center at Hilles (SOCH),Box # 194,59 Shepard Street,Cambridge, MA 02138|January
706|Art Museums Undergraduate Connection|The Art Museums Undergraduate Connection is committed to creating student-run substantive educational opportunities for undergraduate students through a recurring series of events and projects that offer tangible ways for students to be involved in museums at Harvard and beyond.  All undergraduates are invited to Art Museum Undergraduate Connection meetings to help plan any events.  All events and projects are completely free, educational, student organized and student run.|2|Undergraduates|hamuc2010@gmail.com||Art Museums Undergraduate Connection,Student Organization Center at Hilles (SOCH),Box # 293,59 Shepard Street,Cambridge, MA 02138|December
659|Harvard College Art Society|The Harvard College Art Society is an organization dedicated to increasing the awareness of visual arts at Harvard and of Harvard artists, art historians, and patrons in the greater community.  The organization strives to promote arts creation and the opening up and maintenance of art spaces around campus.|1|Undergraduates|harvardcollegeartsociety@gmail.com|http://hcs.harvard.edu/~art|Harvard College Art Society,Student Organization Center at Hilles (SOCH),Box # 366,59 Shepard Street,Cambridge, MA 02138|September
117|Harvard-Radcliffe Asian American Association|The Harvard-Radcliffe Asian American Association (est. 1976) is one of the oldest and largest cultural organizations at Harvard. Our aims are to represent the needs of the campus' diverse Pan-Asian and Asian-American undergraduate community and be a diverse, nurturing family. AAA organizes a large variety of educational-political, cultural, outreach-mentorship, and social events throughout the year.|4|Undergraduates|Harvard.AAA@gmail.com|http://hraaa.org/|Harvard-Radcliffe Asian American Association,Student Organization Center at Hilles (SOCH),Box # 6,59 Shepard Street,Cambridge, MA 02138|December
552|Asian American Brotherhood|We, the brothers of the Asian American Brotherhood, have united ourselves in order to forge a stronger sense of unity among Asian Americans in our community and to foster solidarity without coercion. In promoting understanding and bonds across ethnic lines, the Asian American Brotherhood seeks to empower both our members and the communities that we serve.|2|Undergraduates|aa.brotherhood@gmail.com|http://hcs.harvard.edu/aab|Asian American Brotherhood,Student Organization Center at Hilles (SOCH),Box # 42,59 Shepard Street,Cambridge, MA 02138|November
378|Harvard-Radcliffe Asian American Christian Fellowship|HRAACF is a multi-ethnic dynamic community committed to exploring faith and studying the Bible in a friendly, open environment.  Our activities include Large Group Fellowship meetings, Family Group Bible studies, seasonal retreats, and much much more!  Through good eats, fun games and refreshing retreats, we build strong relationships with each other.  Come join us and enrich your Harvard experience!|4|Undergraduates|exec@hraacf.org|http://hcs.harvard.edu/~hraacf/|Harvard-Radcliffe Asian American Christian Fellowship,Student Organization Center at Hilles (SOCH),Box # 7,59 Shepard Street,Cambridge, MA 02138|May
381|Harvard Asian American Dance Troupe|For over twenty years, the Asian American Dance Troupe (AADT) has sought to spread an appreciation and awareness of Asian culture through the medium of dance. Our repertoire includes a diverse range of dance forms including traditional, ethnic minority, fusion, martial arts, modern, and hip hop. Our pieces are student choreographed/arranged and feature both undergraduate and graduate school students of all races and ethnicities. Through our troupe, we hope to allow students of all ethnic descent to participate in dance (hence our no-audition, all are welcome policy). We hope to encourage vibrant interaction and cooperation between AADT and other dance troupes, thus exposing Asian dance to those who might not otherwise have a chance to experience it.        Membership in this organization shall be open to all students in good standing currently enrolled in Harvard College, regardless of race, creed, color, sex, gender identity, sexual orientation, or physical disability.|4|Undergraduates|aadt.board@gmail.com|http://www.hcs.harvard.edu/~aadt|Harvard Asian American Dance Troupe,Student Organization Center at Hilles (SOCH),Box # 8,59 Shepard Street,Cambridge, MA 02138|April
470|Harvard Asian American Women's Association|The Asian American Women\x{ef}\x{bf}\x{bd}s Association (AAWA) recognizes the need for a supportive, vocal community for Asian American women at Harvard.  AAWA strives to address these needs through biweekly general discussions, campus-wide events, and mentorship programs.  By generating discussion about and spreading awareness of issues that affect Asian American women, AAWA seeks to promote the prominence and concerns of Harvard\x{ef}\x{bf}\x{bd}s female Asian American population in a way that is accessible and pertinent to the greater Harvard community.|2|Undergraduates|aawa@hcs.harvard.edu|http://hcs.harvard.edu/aawa/|Harvard Asian American Women's Association,Student Organization Center at Hilles (SOCH),Box # 334,59 Shepard Street,Cambridge, MA 02138|April
480|Asian Baptist Student Koinonia|ABSK is concerned with the religious, social, and cultural issues regarding Christianity and Asians. The group seeks to promote greater awareness and understanding of these issues in the Harvard community through Bible studies, small group meetings, and fellowship events.|1|Undergraduates|absk@hcs.harvard.edu|http://www.hcs.harvard.edu/~absk|Asian Baptist Student Koinonia,Student Organization Center at Hilles (SOCH),Box # 9,59 Shepard Street,Cambridge, MA 02138|April
181|Aspiring Minority Business Leaders and Entrepreneurs of Harvard College|AMBLE serves Harvard's community of women and minority students who maintain an active interest in exploring opportunities in the business world.  Not only does AMBLE aim to help expose students to potential career fields, but it also hopes to connect them with mentors and professionals in these areas and aid them in building their own pathways to success.  Through conferences, seminars, newsletters, social functions, and other avenues, AMBLE hopes to open the doors of the business world to all members and participants.|4|Undergraduates|amble.harvard@gmail.com|http://www.hcs.harvard.edu/~amble|Aspiring Minority Business Leaders and Entrepreneurs of Harvard College,Student Organization Center at Hilles (SOCH),Box # 388,59 Shepard Street,Cambridge, MA 02138|April
906|Harvard College Association for the Promotion of Interplanetary Expansion|The purpose of HAPIE is to bring together people interested in human settlement beyond earth and to engage such people in social activities, primarily board games.  The long term goal is to advocate for and eventually achieve human settlements on other planets.|2|Undergraduates|HAPIEmail@gmail.com||Harvard College Association for the Promotion of Interplanetary Expansion,Student Organization Center at Hilles (SOCH),Box # 337,59 Shepard Street,Cambridge, MA 02138|February
402|Harvard College Association for U.S. - China Relations|The mission of HAUSCR is to facilitate the exchange of ideas and opportunities between Harvard College students and their high-potential Chinese peers and to promote scholarship, entrepreneurship, leadership, and citizenship in students of both countries.    Through innovative programs that focus on collaborative learning, leadership and entrepreneurship education, and cross-cultural communication, HAUSCR seeks to endow promising high-potential students in China and the U.S. with a set of knowledge and skills that will equip them better for the leadership demands of an increasingly interdependent world.        In the long run, HAUSCR hopes to contribute to US-China relations and global development through nurturing future leaders with a more multicultural perspective and preparing them for the challenges of a globalizing society.|2|Undergraduates|harvard.auscr@hauscr.org|http://www.hauscr.org|Harvard College Association for U.S. - China Relations,Student Organization Center at Hilles (SOCH),Box # 129,59 Shepard Street,Cambridge, MA 02138|September
146|Association of Black Harvard Women|The Association of Black Harvard Women (ABHW) was founded in 1975, through a unanimous decision by 65 black Radcliffe women. Our mission is to strengthen the bonds of black sisterhood through community discussion, social action and public service. The Association of Black Harvard Women currently serves a membership of over 100 Harvard undergraduates with discussions addressing pertinent issues affecting black women and community service events such as the voter registration drives and the Alberta V. Scott Mentorship Program.|4|Undergraduates|blackharvardwomen@gmail.com|http://blackharvardwomen.wix.com/abhw|Association of Black Harvard Women,Student Organization Center at Hilles (SOCH),Box # 46,59 Shepard Street,Cambridge, MA 02138|April
432|Harvard College Association of Practice and Learning of Yan Xin Life Science & Technology|To learn Yan Xin Life Science and Technology\x{ef}\x{bf}\x{bd} and practice Yan Xin Qigong\x{ef}\x{bf}\x{bd} in the Harvard community.|1|Undergraduates|YXLSTHarvard@gmail.com||Harvard College Association of Practice and Learning of Yan Xin Life Science &amp; Technology,Student Organization Center at Hilles (SOCH),Box # 257,59 Shepard Street,Cambridge, MA 02138|September
80|PBHA's The Athena Program|The Athena conference is an annual leadership conference that is planned and led by Harvard undergraduates for high school women in Boston-area high schools.  It is aimed towards raising empowerment, activism, and awareness of women's issues through a day-long conference that includes a guest speaker, workshops, a Rape Aggressive Defense Class, and a Coffeehouse.|2|Undergraduates|maurice@fas.harvard.edu|http://www.hcs.harvard.edu/~athena/?page_id=210|PBHA's The Athena Program,Student Organization Center at Hilles (SOCH),Box # 131,59 Shepard Street,Cambridge, MA 02138|March
1284|Australian Undergraduate Society at Harvard College (AUS)|The Australian Undergraduate Society at Harvard College is concerned with creating a forum for Australian affairs and the celebration of Australian culture. The organization will facilitate events to mark important Australian events such as Australia Day and ANZAC day. The organization will partner with other organizations to promote discussions of Australian issues and opportunities within Australia. AUS will liaise with the university-wide club to organize the annual ANZ Harvard dinner.|1|Undergraduates|harvardaus@gmail.com||Australian Undergraduate Society at Harvard College (AUS),Student Organization Center at Hilles (SOCH),Box # 434,59 Shepard Street,Cambridge, MA 02138|March
484|Bach Society Orchestra|The Bach Society Orchestra is Harvard's premier undergraduate chamber orchestra, devoted to performing great pieces from every time period in a setting that promotes musical excellence and collaboration.|2|Undergraduates|bachsoc@hcs.harvard.edu|http://hcs.harvard.edu/~bachsoc|Bach Society Orchestra,Student Organization Center at Hilles (SOCH),Box # 58,59 Shepard Street,Cambridge, MA 02138|March
1246|Harvard College BAGELS: a Queer/Jewish Group|Harvard BAGELS fosters an inclusive community that is committed to engaging with the unique historical and cultural interplay of Jewish and queer identities, and to promoting the visibility of queer/Jewish people, histories, topics. To that end, BAGELS exists as a queer voice in Jewish communities on campus, at Harvard Hillel, and in the broader Boston area\x{ef}\x{bf}\x{bd}and as a Jewish and of- faith voice in queer communities on campus, dedicated to affirming the diversity of queer lived experiences and identities. BAGELS recognizes that queer issues must be discussed in the broader context of intersecting identities, oppressions, and intolerances, and sponsors a safe and supportive space open to students of all genders, gender expressions, sexualities, religions/cultures, and all other identity factors.|1|Undergraduates|HarvardBAGELS@gmail.com||Harvard College BAGELS: a Queer/Jewish Group,Student Organization Center at Hilles (SOCH),Box # 427,59 Shepard Street,Cambridge, MA 02138|December
75|Harvard Ballet Company|Harvard Ballet Company performs classical ballet, contemporary ballet, and modern dance, featuring choreography by alumnae, company members, and professional guest artists.  HBC appears in benefit performances both on and off-campus, and performs with other Harvard dance groups and in the Dance Festival at ARTS FIRST.|4|Undergraduates|harvardballetcompany@gmail.com|http://www.harvardballetcompany.org|Harvard Ballet Company,Student Organization Center at Hilles (SOCH),Box # 12,59 Shepard Street,Cambridge, MA 02138|December
479|Ballet Folklorico de Aztlan|Harvard Ballet Folkorico de Aztlan is a social and cultural organization whose purpose is to spread Mexican culture and heritage by means of Mexican traditional folk dances. The group seeks to promote greater awareness and interest in both ballet folklorico and Mexico through performances, instruction, workshops, and other educational activities.|2|Undergraduates|bfa@hcs.harvard.edu|http://hcs.harvard.edu/~bfa/|Ballet Folklorico de Aztlan,Student Organization Center at Hilles (SOCH),Box # 278,59 Shepard Street,Cambridge, MA 02138|March
412|Harvard Ballroom Dance Team|The Harvard Ballroom Dance Team is a student-run organization at Harvard University that promotes the art of Ballroom and Latin American dancing in the Harvard community and beyond by providing a competitive training program, teaching social dance lessons and hosting two major competitions every year.|4|Undergraduates|president@harvardballroom.org|http://www.harvardballroom.org|Harvard Ballroom Dance Team,Student Organization Center at Hilles (SOCH),Box # 14,59 Shepard Street,Cambridge, MA 02138|March
983|Harvard College Baroque Chamber Orchestra|The award-winning Harvard College Baroque Chamber Orchestra is a musical ensemble that has been active in and around Harvard for nearly 20 years. It is the only orchestra on campus that is specifically focused on Baroque repertoire. Our goals are:    \x{ef}\x{bf}\x{bd}To provide a safe, enjoyable place for musicians to develop their musical talents    \x{ef}\x{bf}\x{bd}To teach, perform and promote the techniques and pieces of Baroque composers    \x{ef}\x{bf}\x{bd}To educate the Harvard, greater Boston and New England communities about Baroque music and encourage listeners to support its perpetuation        The orchestra performs two major concerts a year in the Memorial Church and a handful of chamber music recitals in locations around campus. Notable guest performers include soprano Dominique LaBelle, tenor Frank Kelley and keyboardist Ton Koopman.|2|Undergraduates|harvardbaroque@gmail.com|http://www.harvardbaroque.org|Harvard College Baroque Chamber Orchestra,Student Organization Center at Hilles (SOCH),Box # 353,59 Shepard Street,Cambridge, MA 02138|March
1197|Harvard Undergraduate Beekeepers|To enlighten community members about the marvel of the honeybee and provide students with the opportunity to gain firsthand experience with beekeeping allowing them to be active contributors in discussions about beekeeping, agricultural ecology, and food systems, and learn about the role and importance of bees in biodiversity conservation.|1|Undergraduates|harvardbeekeepers@gmail.com|https://www.facebook.com/HarvardUndergraduateBeekeepers|Harvard Undergraduate Beekeepers,Student Organization Center at Hilles (SOCH),Box # 405,59 Shepard Street,Cambridge, MA 02138|December
768|PBHA's Best Buddies|Harvard's Best Buddies chapter is part of the international organization that matches individuals with intellectual disabilities in one-to-one friendships with their non-disabled peers. Students who become Peer Buddies are expected to contact their Buddy weekly and participate in two activities per month. In the past, individuals with intellectual disabilities have not had the opportunity to have friends outside of their own environment, and we are similarly limited at Harvard. Many buddy pairs go on to be lifelong friends - and there are many fun group activities and outings for the entire chapter throughout the year.|1|Undergraduates|bestbuddies@pbha.org||PBHA's Best Buddies,Student Organization Center at Hilles (SOCH),Box # ,59 Shepard Street,Cambridge, MA 02138|January
1312|Harvard Undergraduate BGLTQ Business Society (HUBBS)|HUBBS is dedicated to opening pathways for BGLTQ students interested in finance, consulting, technology, and other business sectors to pursue their career goals, and HUBBS is open to any Harvard College member of the BGLTQ and allied community at Harvard interested in business. Given that BGLTQ students are underrepresented in the business sector, our goal is to connect, advise, and support these students who are considering careers in business. |4|Undergraduates|hubbsboard@gmail.com|http://www.hcs.harvard.edu/~qsa/hubbs/|Harvard Undergraduate BGLTQ Business Society (HUBBS),Student Organization Center at Hilles (SOCH),Box # ,59 Shepard Street,Cambridge, MA 02138|n/a
354|Harvard Bhangra Dance Company|Harvard Bhangra is a group on campus that exists to meet the artistic and cultural needs of students who express interest in the Punjabi dance form of Bhangra. Our mission is to expose the Harvard community to the art form of Bhangra through campus performances, to represent Harvard at regional and national competitions, and to teach Bhangra to any and all individuals who are interested. Every year, we have over fifteen different performances, ranging from small, outreach shows for disabled children to larger on-campus shows, like Harvard\x{ef}\x{bf}\x{bd}s annual Cultural Rhythms and Arts First Festival. Our members come from various backgrounds and levels of experience, and we are proud of the diversity we foster in our group.         What is Bhangra?        Originating from the Punjab region of India, Bhangra is a colorful and explosive dance that combines Punjabi folk tradition with Western hip hop to create a fun and exciting form of expression. Routines often use props, like saaps and khunde, and the dance is often complemented with loud singing and cheering. The dance itself consists of high-energy movements and acrobatics, with occasionally a slow segment called the Jhummar included in the middle of the routine. Dancers perform in beautiful traditional costumes that accurately portray the rich and vibrant colors of rural Punjab. Even within the genre of Bhangra there is much diversity in style and each performance is unique and creative in its own way.|1|Undergraduates|bhangra@hcs.harvard.edu|http://www.hcs.harvard.edu/~bhangra|Harvard Bhangra Dance Company,Student Organization Center at Hilles (SOCH),Box # 386,59 Shepard Street,Cambridge, MA 02138|March
838|Harvard Undergraduate Bioethics Society|The goal of the Harvard Undergraduate Bioethics Society (HUBS) is to examine ethical issues brought forth by advances in science and medicine through discussion, investigation, research, and analysis of biology, biotechnology, genetics, medicine, theology, philosophy, politics, law, and other relevant topics that affect ethical decision-making on our campus and in our world.|1|Undergraduates|harvardbioethics@gmail.com|http://www.hcs.harvard.edu/bioethics|Harvard Undergraduate Bioethics Society,Student Organization Center at Hilles (SOCH),Box # 385,59 Shepard Street,Cambridge, MA 02138|April
1287|Harvard College Biomedical Engineering Society (BMES)|It is our goal to create a community around biomedical engineering as an academic venture and disseminate knowledge of the discipline throughout the college. Through a speaker series, study breaks, and a family initiative, we plan to inform the community of the opportunities in the biomedical engineering fields, and inspire further research and investigation into the field. One of our primary goals is to cultivate a supportive community among the students, faculty, and administration in BME at Harvard and provide access points for mentorship, support, and connection. In addition, we hope to use BMES as a medium for the community to express their voice for any issues or concerns they have about the field.|2|Undergraduates|crimson.bmes@gmail.com||Harvard College Biomedical Engineering Society (BMES),Student Organization Center at Hilles (SOCH),Box # 436,59 Shepard Street,Cambridge, MA 02138|May
972|Harvard Undergraduate Biotechnology Association|The Harvard Undergraduate Biotechnology Association (HBio) is the largest group on campus dedicated to showcasing developments in biotech and helping undergraduates explore alternative careers in the life sciences.     HBio provides a forum to learn about various industries applying the life sciences including but not limited to biotechnology, pharmaceuticals, consulting, patent law, and finance. Events hosted include keynote panels, dinners with various faculty and industry leaders, off-campus company tours, company info-sessions, and social events to connect students in science.|2|Undergraduates|biotechassoc@hcs.harvard.edu|http://www.hcs.harvard.edu/~biotechassoc/|Harvard Undergraduate Biotechnology Association,Student Organization Center at Hilles (SOCH),Box # 62,59 Shepard Street,Cambridge, MA 02138|January
928|Harvard College Black Christian Fellowship|The Harvard College Black Christian Fellowship (HCBCF) is a student group committed to seeing Jesus\x{ef}\x{bf}\x{bd} hope and restoration come to the Black Community at Harvard.  HCBCF seeks to nurture deep relationships with God and each other through Bible Study, worship, fellowship and service in the Harvard community and beyond.|2|Undergraduates|hrbcf-announce@lists.hcs.harvard.edu|https://lists.hcs.harvard.edu/mailman/listinfo/hrbcf-announce|Harvard College Black Christian Fellowship,Student Organization Center at Hilles (SOCH),Box # 110,59 Shepard Street,Cambridge, MA 02138|April
144|Harvard Black Men's Forum|The Harvard Black Men's Forum catalyzes the agency of Harvard undergraduate black males. We support our members through our core pillars of brotherhood, manhood, and fidelity. Working with faculty and national figures, we provide a forum for discussion and action on issues pertinent to our body. We additionally seek to provide support for disadvantaged members of this country through various service initiatives like the David Walkers Scholars Program, a tutoring and mentoring program.|4|Undergraduates|harvardbmf@gmail.com|http://harvardbmf.org|Harvard Black Men's Forum,Student Organization Center at Hilles (SOCH),Box # 18,59 Shepard Street,Cambridge, MA 02138|April
554|Harvard College Black Pre-Law Association|The Harvard College Black Pre-Law Association is dedicated to providing exposure, information, and resources to students, black students in particular, about pursuing entrance into legal institutions and careers involving law. Although, aiding the minority pre-law population is primarily our goal, exposure is not exclusive to those who are underrepresented.  We aim to inform and be beneficial to all who are interested in pursuing law. We seek to offer resources that will enhance education, service, and support opportunities for all students, while, specifically targeting the minority groups who are underrepresented as members of the legal community. Furthermore, it is the responsibility of the officers to attract recruiters and speakers who will reflect the primary goal of ensuring that more students from these groups will be provided with resources such that they will be more competitive students for law school admission.|2|Undergraduates|harvardbpla@gmail.com|http://www.hcs.harvard.edu/~bpla|Harvard College Black Pre-Law Association,Student Organization Center at Hilles (SOCH),Box # 329,59 Shepard Street,Cambridge, MA 02138|April
